"FY 2018 Active Providers",""
"Selection Criteria",""
"Provider and Supplier Type(s):","Dually Certified SNF/NFs - Medicare and Medicaid, Distinct Part SNF/NFs - Medicare and Medicaid, Skilled Nursing Facilities (SNFs) - Medicare Only, Nursing Facilities - Medicaid Only"
"Year Type:","Fiscal Year"
"Year:","2018"
"Quarter:","Full Year"
"CCN","Provider Name","Address","City","State","Zip Code","County","Region","Phone Number","Provider Type","Original Participation Date","Termination Date","Number of Certified Beds","Hospital Based","Chain Name","Ownership Type"
"225775","LEONARD FLORENCE CENTER FOR LIVING","165 CAPTAIN'S ROW","CHELSEA","MA","02150","Suffolk","(I) Boston","617 887-0001","SNF/NF (Dually Certified)","02/26/2010","","100","N","","Non-Profit"
"225776","DANIELS HOUSE NURSING HOME","59 MIDDLESEX AVENUE","READING","MA","01867","Middlesex","(I) Boston","781 944-4410","SNF/NF (Dually Certified)","07/01/2011","07/02/2019","33","N","","For Profit"
"225777","D'YOUVILLE CARE FOR ADVANCED THERAPY","1071 VARNUM AVENUE","LOWELL","MA","01854","Middlesex","(I) Boston","978 569-1071","Skilled Nursing Facility","03/29/2012","","33","N","","Non-Profit"
"225778","WHITTIER WESTBOROUGH TRANSITIONAL CARE UNIT","150 FLANDERS ROAD","WESTBOROUGH","MA","01581","Worcester","(I) Boston","508 871-2000","SNF/NF (Dually Certified)","11/20/2012","","19","Y","","For Profit"
"225779","ADAMS HOUSE","1168 HIGHLAND AVENUE","FALL RIVER","MA","02720","Bristol","(I) Boston","508 679-0144","SNF/NF (Dually Certified)","02/27/2014","07/19/2018","19","N","","Non-Profit"
"225780","HIGHLAND MANOR CARE AND REHABILITATION CENTER LLC","761 HIGHLAND AVENUE","FALL RIVER","MA","02720","Bristol","(I) Boston","508 679-1411","SNF/NF (Distinct Part)","04/01/2014","06/20/2019","26","N","","For Profit"
"225781","SEVEN HILLS PEDIATRIC CENTER","22 HILLSIDE AVENUE","GROTON","MA","01450","Middlesex","(I) Boston","978 448-3388","SNF/NF (Dually Certified)","02/13/2015","","83","N","","Non-Profit"
"225782","THE COMMONS SKILLED NURSING & REHABILITATION","3 HARVEST CIRCLE","LINCOLN","MA","01773","Middlesex","(I) Boston","781 430-6000","Skilled Nursing Facility","04/22/2016","","32","N","","For Profit"
"225783","WHITTIER BRADFORD TRANSITIONAL CARE UNIT","145 WARD HILL AVENUE","BRADFORD","MA","01835","Essex","(I) Boston","978 372-8000","SNF/NF (Dually Certified)","04/11/2016","","20","Y","","For Profit"
"22A345","NEW ENGLAND PEDIATRIC CARE","78 BOSTON ROAD","NORTH BILLERICA","MA","01862","Middlesex","(I) Boston","978 667-5123","Nursing Facility","10/17/1986","","80","N","","Non-Profit"
"22E249","SAMUEL MARCUS NURSING HOME","28 FRONT STREET","WEYMOUTH","MA","02188","Norfolk","(I) Boston","781 337-9074","Nursing Facility","03/31/1974","02/21/2018","22","N","","For Profit"
"22E522","COUNTRYSIDE NURSING HOME INC","153 WINTER STREET","FRAMINGHAM","MA","01701","Middlesex","(I) Boston","508 872-5250","Nursing Facility","03/31/1974","11/22/2018","30","N","","For Profit"
"235002","OCEANA CO MD CARE FACILITY","701 E MAIN ST","HART","MI","49420","Oceana","(V) Chicago","231 873-6601","SNF/NF (Dually Certified)","01/01/1967","","115","N","","Government"
"235003","MANISTEE COUNTY MEDICAL CARE FACILITY","1505 E PARKDALE AVENUE","MANISTEE","MI","49660","Manistee","(V) Chicago","231 723-2543","SNF/NF (Dually Certified)","01/01/1967","","96","N","","Government"
"235004","SKLD MUSKEGON","1061 W HACKLEY AVE","MUSKEGON","MI","49441","Muskegon","(V) Chicago","231 755-2255","SNF/NF (Dually Certified)","01/01/1967","","107","N","","For Profit"
"235005","MAPLES BENZIE CO MEDICAL CARE","210 MAPLE ST","FRANKFORT","MI","49635","Benzie","(V) Chicago","231 352-9674","SNF/NF (Dually Certified)","01/01/1967","","78","N","","Government"
"235006","MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL LTCU","825 N CENTER ST","GAYLORD","MI","49735","Otsego","(V) Chicago","989 731-2131","SNF/NF (Distinct Part)","01/01/1967","","34","Y","","Non-Profit"
"235008","MAPLE LAWN MEDICAL CARE FACILI","50 SANDERSON LANE","COLDWATER","MI","49036","Branch","(V) Chicago","517 279-9587","SNF/NF (Dually Certified)","01/01/1967","","114","N","","Government"
"235009","THORNAPPLE MANOR","2700 NASHVILLE RD","HASTINGS","MI","49058","Barry","(V) Chicago","269 945-2407","SNF/NF (Dually Certified)","01/01/1967","","161","N","","Government"
"235011","IOSCO CO MEDICAL CARE FACILITY","1201 HARRIS AVE","TAWAS CITY","MI","48763","Iosco","(V) Chicago","989 362-4424","SNF/NF (Dually Certified)","01/01/1967","","78","N","","Government"
"235013","FAIRVIEW NURSING AND REHABILITATION COMMUNITY","441 E MAIN ST","CENTREVILLE","MI","49032","St. Joseph","(V) Chicago","269 467-9575","SNF/NF (Dually Certified)","01/01/1967","","64","N","","For Profit"
"235014","THE ORCHARDS AT REDFORD","25330 WEST SIX MILE ROAD","REDFORD","MI","48240","Wayne","(V) Chicago","313 531-6874","SNF/NF (Distinct Part)","01/01/1967","","88","N","","For Profit"
"235015","INGHAM COUNTY MEDICAL CARE FAC","3860 DOBIE RD","OKEMOS","MI","48864","Ingham","(V) Chicago","517 381-6100","SNF/NF (Dually Certified)","01/01/1967","","236","N","","Government"
"235016","ALLEGRA NURSING AND REHAB","434 W NORTH ST","JACKSON","MI","49202","Jackson","(V) Chicago","517 787-3250","SNF/NF (Distinct Part)","01/01/1967","","82","N","","For Profit"
"235019","JACKSON COUNTY MEDICAL CARE FACILITY","524 LANSING AVE","JACKSON","MI","49201","Jackson","(V) Chicago","517 782-8500","SNF/NF (Dually Certified)","01/01/1967","","194","N","","Government"
"235020","MICHIGAN MASONIC HOME","1200 WRIGHT AVE","ALMA","MI","48801","Gratiot","(V) Chicago","989 463-3141","SNF/NF (Dually Certified)","01/01/1967","","204","N","","Non-Profit"
"235021","CHELSEA RETIREMENT COMMUNITY","805 W MIDDLE ST","CHELSEA","MI","48118","Washtenaw","(V) Chicago","734 475-8633","SNF/NF (Distinct Part)","01/01/1967","","85","N","","Non-Profit"
"235022","MEDILODGE OF CLARE","600 SE 4TH ST","CLARE","MI","48617","Clare","(V) Chicago","989 386-7723","SNF/NF (Distinct Part)","01/01/1967","","92","N","","For Profit"
"235023","MAJESTIC CARE OF BATTLE CREEK","200 E ROOSEVELT","BATTLE CREEK","MI","49037","Calhoun","(V) Chicago","269 965-3327","SNF/NF (Distinct Part)","01/01/1968","","65","N","","For Profit"
"235025","MEADOW BROOK MEDICAL CARE FACILITY","4543 SOUTH M-88 HIGHWAY","BELLAIRE","MI","49615","Antrim","(V) Chicago","231 533-8661","SNF/NF (Distinct Part)","01/01/1967","","133","N","","Government"
"235026","GOGEBIC MEDICAL CARE FACILITY","402 NORTH STREET","WAKEFIELD","MI","49968","Gogebic","(V) Chicago","906 224-9811","SNF/NF (Dually Certified)","01/01/1967","","100","N","","Government"
"235027","EATON COUNTY MEDICAL CARE FACI","530 W BEECH ST","CHARLOTTE","MI","48813","Eaton","(V) Chicago","517 543-2940","SNF/NF (Dually Certified)","01/01/1967","","142","N","","Government"
"235028","HURON CO MED CARE FACILITY","1116 S VAN DYKE RD","BAD AXE","MI","48413","Huron","(V) Chicago","989 269-6425","SNF/NF (Dually Certified)","01/01/1967","","112","N","","Government"
"235031","CANAL VIEW - HOUGHTON COUNTY","1100 QUINCY ST","HANCOCK","MI","49930","Houghton","(V) Chicago","906 482-5050","SNF/NF (Dually Certified)","01/01/1967","","197","N","","Government"
"235032","SKLD IONIA","814 E LINCOLN AVE","IONIA","MI","48846","Ionia","(V) Chicago","616 527-0080","SNF/NF (Distinct Part)","01/01/1967","","107","N","","For Profit"
"235033","BAY BLUFFS-EMMET CO MED CARE FAC","750 E MAIN","HARBOR SPRINGS","MI","49740","Emmet","(V) Chicago","231 526-2161","SNF/NF (Dually Certified)","01/01/1967","","120","N","","Government"
"235035","SPECTRUM HEALTH REHAB AND NURSING CENTER","4118 KALAMAZOO AVE S E","GRAND RAPIDS","MI","49508","Kent","(V) Chicago","616 486-7002","SNF/NF (Dually Certified)","01/01/1967","","165","N","","Non-Profit"
"235036","MEDILODGE OF ROCHESTER HILLS, INC","1480 WALTON BLVD","ROCHESTER HILLS","MI","48309","Oakland","(V) Chicago","248 651-4422","SNF/NF (Distinct Part)","12/01/1971","","126","N","","For Profit"
"235037","ISABELLA CO MEDICAL CARE FACIL","1222 NORTH DR","MOUNT PLEASANT","MI","48858","Isabella","(V) Chicago","989 772-2957","SNF/NF (Dually Certified)","01/01/1967","","100","N","","Government"
"235038","MEDILODGE OF GRAND RAPIDS","2000 LEONARD N E","GRAND RAPIDS","MI","49505","Kent","(V) Chicago","616 458-1133","SNF/NF (Dually Certified)","01/01/1967","","55","N","","For Profit"
"235039","MISSION POINT NSG & PHY REHAB CTR OF GRANDVILLE","3400 WILSON AVE","GRANDVILLE","MI","49418","Kent","(V) Chicago","616 534-5487","SNF/NF (Dually Certified)","01/01/1967","","114","N","","For Profit"
"235041","MACKINAC STRAITS LONG TERM CARE UNIT","1140 NORTH STATE STREET","SAINT IGNACE","MI","49781","Mackinac","(V) Chicago","906 643-0462","SNF/NF (Dually Certified)","01/01/1967","","48","Y","","Non-Profit"
"235044","BAY COUNTY MEDICAL CARE FACILITY","564 W HAMPTON ROAD","ESSEXVILLE","MI","48732","Bay","(V) Chicago","989 892-3591","SNF/NF (Dually Certified)","01/01/1967","","206","N","","Government"
"235050","HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER","2400 PORTAGE ST","KALAMAZOO","MI","49001","Kalamazoo","(V) Chicago","269 381-4290","SNF/NF (Distinct Part)","01/01/1967","","90","N","","Non-Profit"
"235051","SPECTRUM HEALTH REHAB & NSG CTRS-KELSEY HOSPITAL","418 WASHINGTON AVE","LAKEVIEW","MI","48850","Montcalm","(V) Chicago","989 352-1620","SNF/NF (Dually Certified)","01/01/1968","","31","Y","","Non-Profit"
"235052","ABERDEEN REHABILITATION AND SKILLED NURSING CENTER","5500 FORT ST","TRENTON","MI","48183","Wayne","(V) Chicago","734 671-3500","SNF/NF (Distinct Part)","10/01/1978","","120","N","","For Profit"
"235054","EVERGREEN MANOR SENIOR CARE CE","111 EVERGREEN","BATTLE CREEK","MI","49015","Calhoun","(V) Chicago","269 969-6110","SNF/NF (Dually Certified)","01/01/1967","","91","N","","For Profit"
"235056","HOYT NURSING & REHAB CENTRE","1202 WEISS ST","SAGINAW","MI","48602","Saginaw","(V) Chicago","989 754-1419","SNF/NF (Dually Certified)","01/01/1967","","128","N","","For Profit"
"235057","MAJESTIC CARE OF LIVONIA","28550 FIVE MILE RD","LIVONIA","MI","48154","Wayne","(V) Chicago","734 427-8270","SNF/NF (Dually Certified)","01/01/1967","","142","N","","For Profit"
"235058","LAPEER COUNTY MEDICAL CARE FAC","1455 SUNCREST DR","LAPEER","MI","48446","Lapeer","(V) Chicago","810 664-8571","SNF/NF (Dually Certified)","01/01/1967","","202","N","","Government"
"235062","GRANDVUE MEDICAL CARE FACILITY","1728 S PENINSULA ROAD","EAST JORDAN","MI","49727","Charlevoix","(V) Chicago","231 536-2286","SNF/NF (Dually Certified)","01/01/1967","","113","N","","Government"
"235065","SOUTH LYON SENIOR CARE AND REHAB CENTER, L L C","700 REYNOLD SWEET PARKWAY","SOUTH LYON","MI","48178","Oakland","(V) Chicago","248 437-2048","SNF/NF (Dually Certified)","01/01/1967","","74","N","","For Profit"
"235067","PLEASANT VIEW SHIAWASSEE COUNTY MED CARE FAC","275 CALEDONIA DRIVE","OWOSSO","MI","48867","Shiawassee","(V) Chicago","989 743-3491","SNF/NF (Dually Certified)","01/01/1967","","136","N","","Government"
"235069","PINECREST MEDICAL CARE FACILITY","N15995 MAIN STREET","POWERS","MI","49874","Menominee","(V) Chicago","906 497-5244","SNF/NF (Dually Certified)","01/01/1967","","120","N","","Government"
"235072","OAKVIEW MEDICAL CARE FACILITY","1000 DIANA ST","LUDINGTON","MI","49431","Mason","(V) Chicago","231 845-5185","SNF/NF (Dually Certified)","01/04/1967","","96","N","","Government"
"235074","MARLETTE COMM HOSP LTCU","2770 MAIN ST","MARLETTE","MI","48453","Sanilac","(V) Chicago","989 635-4000","SNF/NF (Dually Certified)","01/01/1967","","39","Y","","Non-Profit"
"235075","SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE","750 FULLER AVE NE","GRAND RAPIDS","MI","49503","Kent","(V) Chicago","616 486-3001","SNF/NF (Dually Certified)","01/03/1967","","250","Y","","Non-Profit"
"235076","NEWAYGO CO MEDICAL CARE FACILI","4465 W 48TH ST","FREMONT","MI","49412","Newaygo","(V) Chicago","231 924-2020","SNF/NF (Dually Certified)","01/01/1967","","116","N","","Government"
"235077","HALLMARK LIVING HOLLAND","493 W 32ND ST","HOLLAND","MI","49423","Ottawa","(V) Chicago","616 396-1438","SNF/NF (Distinct Part)","01/01/1967","10/24/2020","90","N","","For Profit"
"235088","GRAND TRAVERSE PAVILIONS","1000 PAVILIONS CIRCLE","TRAVERSE CITY","MI","49684","Grand Traverse","(V) Chicago","231 932-3163","SNF/NF (Dually Certified)","01/11/1967","","240","N","","Government"
"235089","TUSCOLA COUNTY MEDICAL CARE FACILITY","1285 CLEAVER RD","CARO","MI","48723","Tuscola","(V) Chicago","989 673-4117","SNF/NF (Dually Certified)","01/16/1967","","159","N","","Government"
"235094","SAMARITAS SENIOR LIVING CADILLAC","460 PEARL ST","CADILLAC","MI","49601","Wexford","(V) Chicago","231 775-0101","SNF/NF (Dually Certified)","01/25/1967","","133","N","","Non-Profit"
"235102","AMBASSADOR, A VILLA CENTER","8045 E JEFFERSON AVE","DETROIT","MI","48214","Wayne","(V) Chicago","313 821-3525","SNF/NF (Dually Certified)","01/06/1967","","176","N","","For Profit"
"235103","SKLD BELTLINE","2320 E BELTLINE SE","GRAND RAPIDS","MI","49546","Kent","(V) Chicago","616 949-3000","SNF/NF (Distinct Part)","01/01/1967","","182","N","","For Profit"
"235109","OPTALIS HEALTH AND REHABILITATION OF GROSSE POINTE","21401 MACK AVE","GROSSE POINTE WOODS","MI","48236","Wayne","(V) Chicago","586 778-0800","SNF/NF (Distinct Part)","01/25/1967","","80","N","HCR MANORCARE","For Profit"
"235113","SAGINAW SENIOR CARE AND REHAB CENTER, L L C","4322 MACKINAW ROAD","SAGINAW","MI","48603","Saginaw","(V) Chicago","989 792-8729","SNF/NF (Dually Certified)","08/31/1973","","71","N","","For Profit"
"235114","HALLMARK LIVING KALAMAZOO","3625 W MICHIGAN AVE","KALAMAZOO","MI","49006","Kalamazoo","(V) Chicago","269 375-4550","SNF/NF (Distinct Part)","03/27/1967","04/23/2019","143","N","","For Profit"
"235116","LAKE WOODS NURSING & REHABILITATION CENTER","1684 VULCAN ST","MUSKEGON","MI","49442","Muskegon","(V) Chicago","231 777-2511","SNF/NF (Dually Certified)","10/01/2002","","90","N","","For Profit"
"235120","MARYCREST MANOR","15475 MIDDLEBELT RD","LIVONIA","MI","48154","Wayne","(V) Chicago","734 427-9175","SNF/NF (Dually Certified)","04/26/1967","03/22/2021","98","N","","Non-Profit"
"235123","DURAND SENIOR CARE AND REHAB CENTER, L L C","8750 E MONROE RD","DURAND","MI","48429","Shiawassee","(V) Chicago","989 288-3166","SNF/NF (Dually Certified)","04/18/1967","","141","N","","For Profit"
"235132","MAJESTIC CARE OF FLUSHING","540 SUNNYSIDE DR","FLUSHING","MI","48433","Genesee","(V) Chicago","810 659-5695","SNF/NF (Distinct Part)","09/04/1969","","140","N","","For Profit"
"235139","AVISTA NURSING AND REHAB","2901 GALAXY DR","SAGINAW","MI","48601","Saginaw","(V) Chicago","989 777-5110","SNF/NF (Dually Certified)","07/20/1967","","96","N","","For Profit"
"235143","COREWELL HEALTH GREENVILLE HOSP REHAB & NSG CTR","615 S BOWER ST","GREENVILLE","MI","48838","Montcalm","(V) Chicago","616 225-6590","SNF/NF (Dually Certified)","09/27/1967","","39","Y","","Non-Profit"
"235144","BAYSIDE VILLAGE","832 SICOTTE ST","L' ANSE","MI","49946","Baraga","(V) Chicago","906 524-6531","SNF/NF (Dually Certified)","12/01/1977","","59","N","","Non-Profit"
"235147","SCHOOLCRAFT MEDICAL CARE FACILITY","520 MAIN ST","MANISTIQUE","MI","49854","Schoolcraft","(V) Chicago","906 341-6921","SNF/NF (Distinct Part)","01/01/1968","","85","N","","Government"
"235150","HEALTHSOURCE SAGINAW, INC","3340 HOSPITAL RD","SAGINAW","MI","48603","Saginaw","(V) Chicago","989 790-7700","SNF/NF (Dually Certified)","02/23/1968","","213","Y","","Government"
"235155","MARTHA T BERRY MCF","43533 ELIZABETH RD","MOUNT CLEMENS","MI","48043","Macomb","(V) Chicago","586 469-5265","SNF/NF (Dually Certified)","04/22/1968","","217","N","","For Profit"
"235157","SANILAC MEDICAL CARE FACILITY","137 N ELK ST","SANDUSKY","MI","48471","Sanilac","(V) Chicago","810 648-3017","SNF/NF (Dually Certified)","08/15/1968","","104","N","","Government"
"235161","ASPIRUS ONTONAGON HOSPITAL, INC","601 SEVENTH STREET","ONTONAGON","MI","49953","Ontonagon","(V) Chicago","906 884-8000","SNF/NF (Dually Certified)","01/14/1969","11/08/2021","39","Y","","Non-Profit"
"235164","COREWELL HEALTH REHAB & NSG CTR - PINE RIDGE","4368 CLEVELAND AVE","STEVENSVILLE","MI","49127","Berrien","(V) Chicago","269 983-6501","SNF/NF (Dually Certified)","06/30/1978","","111","N","","Non-Profit"
"235171","WELLBRIDGE OF GRAND BLANC","3139 EAST BALDWIN ROAD","GRAND BLANC","MI","48439","Genesee","(V) Chicago","810 445-5300","SNF/NF (Dually Certified)","06/19/1969","","128","N","","For Profit"
"235174","MARSHALL NURSING AND REHABILITATION COMMUNITY","575 N MADISON ST","MARSHALL","MI","49068","Calhoun","(V) Chicago","269 781-4281","SNF/NF (Dually Certified)","05/29/1969","","60","N","","For Profit"
"235175","MEDILODGE OF FRANKENMUTH","500 W GENESEE","FRANKENMUTH","MI","48734","Saginaw","(V) Chicago","989 652-6101","SNF/NF (Distinct Part)","11/01/1975","","105","N","","For Profit"
"235176","REGENCY AT FREMONT","4554 W 48TH ST","FREMONT","MI","49412","Newaygo","(V) Chicago","231 924-3990","SNF/NF (Distinct Part)","08/25/1969","","129","N","","For Profit"
"235177","HARTFORD NURSING & REHABILITATION CENTER","6700 W OUTER DR","DETROIT","MI","48235","Wayne","(V) Chicago","313 836-1700","SNF/NF (Dually Certified)","06/23/1969","","188","N","","For Profit"
"235179","CHRISTIAN PARK VILLAGE","2525 7TH AVENUE SOUTH","ESCANABA","MI","49829","Delta","(V) Chicago","906 786-0408","SNF/NF (Dually Certified)","09/01/1980","","59","N","","For Profit"
"235182","LYNWOOD MANOR HEALTHCARE CENTER","730 KIMOLE LN","ADRIAN","MI","49221","Lenawee","(V) Chicago","517 263-6771","SNF/NF (Dually Certified)","10/01/1974","","84","N","","For Profit"
"235184","BRIARWOOD NURSING AND REHAB","3011 N CENTER RD","FLINT","MI","48506","Genesee","(V) Chicago","810 736-0600","SNF/NF (Distinct Part)","10/10/1969","","117","N","HCR MANORCARE","For Profit"
"235187","MISSION POINT NSG PHY REHAB CTR OF MADISON HEIGHTS","31155 DEQUINDRE","MADISON HEIGHTS","MI","48071","Oakland","(V) Chicago","248 940-5390","SNF/NF (Dually Certified)","12/11/1969","","154","N","","For Profit"
"235192","ASCENSION STANDISH HOSPITAL & SKILLED NURSING FAC","805 W CEDAR","STANDISH","MI","48658","Arenac","(V) Chicago","989 846-4521","SNF/NF (Dually Certified)","02/28/1970","","29","Y","","Non-Profit"
"235197","HILLSDALE CO MEDICAL CARE FACI","140 W MECHANIC ST","HILLSDALE","MI","49242","Hillsdale","(V) Chicago","517 439-9341","SNF/NF (Dually Certified)","04/06/1970","","170","N","","Government"
"235201","MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER","1100 MICHIGAN AVE","GRAYLING","MI","49738","Crawford","(V) Chicago","989 348-0317","SNF/NF (Dually Certified)","07/01/1976","","39","Y","","Non-Profit"
"235204","BROOKHAVEN MEDICAL CARE FACILI","1890 APPLE AVE","MUSKEGON","MI","49442","Muskegon","(V) Chicago","231 724-3500","SNF/NF (Dually Certified)","01/04/1971","02/08/2018","120","N","","Government"
"235205","COREWELL HEALTH REED CITY HOSP REHAB & NSG CTR","300 NORTH PATTERSON RD","REED CITY","MI","49677","Osceola","(V) Chicago","231 832-7120","SNF/NF (Dually Certified)","04/01/1971","","39","Y","","Non-Profit"
"235206","SKLD WHITEHALL","916 E LEWIS ST","WHITEHALL","MI","49461","Muskegon","(V) Chicago","231 894-4056","SNF/NF (Distinct Part)","04/08/1971","","125","N","","For Profit"
"235207","OAKPOINTE SENIOR CARE AND REHAB CENTER","18901 MEYERS RD","DETROIT","MI","48235","Wayne","(V) Chicago","313 864-8481","SNF/NF (Dually Certified)","06/19/1971","","106","N","","For Profit"
"235209","MEDILODGE OF LEELANAU","124 W 4TH STREET","SUTTONS BAY","MI","49682","Leelanau","(V) Chicago","231 271-1200","SNF/NF (Distinct Part)","03/05/1971","","72","N","","For Profit"
"235213","ALLEGAN COUNTY MEDICAL CARE FACILITY","3265 122ND AVE R2","ALLEGAN","MI","49010","Allegan","(V) Chicago","269 673-2102","SNF/NF (Dually Certified)","12/15/1971","","70","N","","Government"
"235214","MISSION POINT NSG & PHY REHAB CTR OF CLAWSON","535 N MAIN","CLAWSON","MI","48017","Oakland","(V) Chicago","248 435-5200","SNF/NF (Dually Certified)","10/08/1971","","120","N","","For Profit"
"235217","SKLD BLOOMFIELD HILLS","2975 N ADAMS ROAD","BLOOMFIELD HILLS","MI","48304","Oakland","(V) Chicago","248 986-4546","SNF/NF (Dually Certified)","08/07/1972","","159","N","","Non-Profit"
"235223","GLACIER HILLS","1200 EARHART RD","ANN ARBOR","MI","48105","Washtenaw","(V) Chicago","734 769-0177","SNF/NF (Distinct Part)","01/01/1976","","105","N","","Non-Profit"
"235224","LENAWEE MEDICAL CARE FACILITY","200 SAND CREEK HWY","ADRIAN","MI","49221","Lenawee","(V) Chicago","517 263-6794","SNF/NF (Dually Certified)","08/01/1973","","125","N","","Government"
"235225","FOUNTAIN VIEW OF MONROE","1971 N MONROE STREET","MONROE","MI","48162","Monroe","(V) Chicago","734 243-8800","SNF/NF (Dually Certified)","02/15/1974","","119","N","","For Profit"
"235226","MEDILODGE OF GRAND BLANC","11941 BELSAY RD","GRAND BLANC","MI","48439","Genesee","(V) Chicago","810 694-1970","SNF/NF (Distinct Part)","10/01/1973","","146","N","","For Profit"
"235228","CHERRY HILL FOR NURSING AND REHABILITATION","38410 CHERRY HILL RD","WESTLAND","MI","48185","Wayne","(V) Chicago","734 326-1200","SNF/NF (Dually Certified)","06/01/1978","","127","N","","For Profit"
"235232","SEACREST REHABILITATION AND NURSING CENTER","1215 N TELEGRAPH RD","MONROE","MI","48162","Monroe","(V) Chicago","734 242-4848","SNF/NF (Distinct Part)","06/13/1974","","131","N","","For Profit"
"235234","HERITAGE MANOR NURSING AND REHAB CENTER","9500 GRAND RIVER AVE","DETROIT","MI","48204","Wayne","(V) Chicago","313 491-7920","SNF/NF (Distinct Part)","10/01/1974","","122","N","","For Profit"
"235236","BURCHAM HILLS RETIREMENT CTR","2700 BURCHAM DRIVE","EAST LANSING","MI","48823","Ingham","(V) Chicago","517 351-8377","SNF/NF (Distinct Part)","11/01/1978","","133","N","","Non-Profit"
"235237","CALHOUN COUNTY MEDICAL CARE FACILITY","1150 E MICHIGAN AVE","BATTLE CREEK","MI","49014","Calhoun","(V) Chicago","269 962-5458","SNF/NF (Dually Certified)","11/01/1974","","120","N","","Government"
"235238","EVANGELICAL HOME - SALINE","440 W RUSSELL","SALINE","MI","48176","Washtenaw","(V) Chicago","734 429-9401","SNF/NF (Dually Certified)","01/01/1975","","215","N","","Non-Profit"
"235242","BOULEVARD MANOR, LLC","464 E GRAND BLVD","DETROIT","MI","48207","Wayne","(V) Chicago","313 579-2255","SNF/NF (Distinct Part)","01/01/1976","01/19/2022","87","N","","For Profit"
"235243","MEDILODGE OF GTC","2950 LAFRANIER RD","TRAVERSE CITY","MI","49686","Grand Traverse","(V) Chicago","231 947-0506","SNF/NF (Distinct Part)","06/01/1975","","125","N","","For Profit"
"235244","CHRISTIAN PARK HEALTH CARE CENTER","2415 5TH AVE SOUTH","ESCANABA","MI","49829","Delta","(V) Chicago","906 786-6907","SNF/NF (Dually Certified)","12/01/1975","","99","N","","For Profit"
"235245","BRITTANY MANOR","3615 E ASHMAN ST","MIDLAND","MI","48642","Midland","(V) Chicago","989 631-0460","SNF/NF (Dually Certified)","05/01/1976","","140","N","","For Profit"
"235248","FRIENDSHIP VILLAGE","1400 N DRAKE RD","KALAMAZOO","MI","49006","Kalamazoo","(V) Chicago","269 381-0560","Skilled Nursing Facility","03/01/1976","","57","N","","Non-Profit"
"235249","ST FRANCIS HOME","915 N RIVER RD","SAGINAW","MI","48609","Saginaw","(V) Chicago","989 781-3150","SNF/NF (Dually Certified)","09/01/1975","","94","N","","Non-Profit"
"235250","ADIRA NURSING AND REHAB","3200 STATE ST","SAGINAW","MI","48602","Saginaw","(V) Chicago","989 799-1902","SNF/NF (Dually Certified)","12/01/1975","","92","N","","Non-Profit"
"235252","LOURDES REHABILITATION AND HEALTHCARE CENTER","2300 WATKINS LAKE RD","WATERFORD","MI","48328","Oakland","(V) Chicago","248 674-2241","SNF/NF (Dually Certified)","01/06/1976","","100","N","","Non-Profit"
"235253","LAURELS OF KENT (THE)","350 N CENTER ST","LOWELL","MI","49331","Kent","(V) Chicago","616 897-8473","SNF/NF (Distinct Part)","07/01/1978","","153","N","","For Profit"
"235254","VISTA GRANDE VILLA","2251 SPRINGPORT RD","JACKSON","MI","49202","Jackson","(V) Chicago","517 787-0226","SNF/NF (Distinct Part)","01/15/1976","","60","N","","Non-Profit"
"235256","DIMONDALE NURSING CARE CENTER","4000 N MICHIGAN ROAD","DIMONDALE","MI","48821","Eaton","(V) Chicago","517 646-6258","SNF/NF (Dually Certified)","01/01/1976","","150","N","","For Profit"
"235257","IRON CO MEDICAL CARE FACILITY","1523 U S HIGHWAY 2","CRYSTAL FALLS","MI","49920","Iron","(V) Chicago","906 875-6671","SNF/NF (Dually Certified)","05/01/1976","","200","N","","Government"
"235259","MISSION POINT NSG & PHY REHAB CTR OF WARREN","11525 E TEN MILE RD","WARREN","MI","48089","Macomb","(V) Chicago","586 759-0700","SNF/NF (Dually Certified)","06/01/1978","","178","N","","For Profit"
"235260","REGENCY AT WATERFORD","1901 N TELEGRAPH RD","WATERFORD","MI","48328","Oakland","(V) Chicago","248 836-1000","SNF/NF (Dually Certified)","01/01/1976","","150","N","","For Profit"
"235261","SKLD LEONARD","1700 LEONARD ST N E","GRAND RAPIDS","MI","49505","Kent","(V) Chicago","616 456-7243","SNF/NF (Dually Certified)","10/01/1975","","69","N","","For Profit"
"235262","WEST HICKORY HAVEN","3310 W COMMERCE RD","MILFORD","MI","48380","Oakland","(V) Chicago","248 685-1400","SNF/NF (Dually Certified)","01/01/1976","","101","N","","For Profit"
"235263","MEDILODGE OF STERLING HEIGHTS","14151 E 15 MILE RD","STERLING HEIGHTS","MI","48312","Macomb","(V) Chicago","586 939-0200","SNF/NF (Distinct Part)","05/01/1976","","248","N","","For Profit"
"235264","ELY MANOR","1200 ELY ST","ALLEGAN","MI","49010","Allegan","(V) Chicago","269 673-1500","SNF/NF (Dually Certified)","04/01/1976","","101","N","","For Profit"
